id,source,make,model,title,year,mileage,engine,gearbox,power_ps,power_kw,currency,price,estimated_price,cc,url,location,equipment,seller_name,seller_url,range,consumption_fuel,consumption_kw,co2,days_in_sale,ranges,rating
21741896458341265,mobile.bg,Audi,Sq7,Audi SQ7 4.0TDI/Virtual/Обдухване/Distronic/6+ 1,2020,125000,Diesel,Automatic,435,435,BGN,131880,144103.33230529318,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21741896442007024,mobile.bg,Audi,Sq7,Audi SQ7 4.0TDI/Virtual/Distronic/6+ 1,2020,125000,Diesel,Automatic,435,435,BGN,131880,144103.33230529318,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
21712671351717536,mobile.bg,Audi,Sq7,Audi SQ7 4.0V8TDI+ S-line+ Matrix+ Bose+ Key Less Go+ Full,2020,107210,Diesel,Automatic,435,435,BGN,135000,146875.4918374432,,,"обл. София, с. Долни Богров",,МАГИ,https://magi.mobile.bg,,,,,,,
21742506716812048,mobile.bg,Audi,Sq7,Audi SQ7,2020,80000,Petrol,Automatic,507,507,BGN,174900,188219.29598998476,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
21741005752231126,mobile.bg,Audi,Q8,Audi SQ8 4.0TD EXLUSIVE<MATRIX>QUATRO ГОТОВ,2020,141789,Diesel,Automatic,435,435,BGN,132000,144723.9655710815,,,"обл. Пловдив, с. Труд",,ДМ КАР,https://dmcar.mobile.bg,,,,,,,
11740392656212487,mobile.bg,BMW,740,BMW 740 M-PAKET/LONG/XD/2xTV/БИЗНЕС КЛАС ГЕРМАНИЯ,2020,142122,Diesel,Automatic,320,320,BGN,93000,103540.14010180812,,,"обл. Пловдив, с. Труд",,"ASKO 96 - 2-Продажба, Замяна и Изкупуване на автомобили, Внос по поръчка, Лизинг",https://asko96-2.mobile.bg,,,,,,,
11743252889097778,mobile.bg,BMW,745,BMW 745 Le* E-HYBRID* 2020г.* 123.000КМ* FULL MAX*,2020,123000,PluginHybrid,Automatic,286,286,BGN,93000,102977.62635012472,,,"обл. Пловдив, гр. Пловдив",,SPARTAK AUTO PLOVDIV,https://spartakauto.mobile.bg,,,,,,,
21738393459252752,mobile.bg,BMW,X5,BMW X5 M50i xDrive Shadow Line,2020,146000,Petrol,Automatic,530,530,BGN,90000,100485.47950376396,,,"обл. Пловдив, гр. Пловдив",,BohemCars,https://bohemcars.mobile.bg,,,,,,,
21734731548385621,mobile.bg,BMW,X5,BMW X5 3.0D#M-PERF#LASER#PANO#AIRMAT#360* CAMERA#DISTRONI,2020,162000,Diesel,Automatic,265,265,BGN,99999,111517.56384432793,,,"обл. Стара Загора, гр. Стара Загора",,ЛУКС АВТО,https://luxauto.mobile.bg,,,,,,,
21731317209388733,mobile.bg,BMW,X5,BMW X5 G05,2020,45800,PluginHybrid,Automatic,394,394,BGN,116900,125950.92253806698,,,"обл. Плевен, гр. Плевен",,K-G AUTO,https://k-g.mobile.bg,,,,,,,
21743604880917086,mobile.bg,BMW,X6,BMW X6 M50i,2020,70811,Petrol,Automatic,523,523,BGN,99900,108730.47965357092,,,Намира се в САЩ,,Valter Cars,https://valtercars.mobile.bg,,,,,,,
21731190842229243,mobile.bg,Ford,F150,Ford F150 - Raptor - 3.5 V6 Bi-turbo - Panorama - Keyless -,2020,103000,Petrol,Automatic,467,467,BGN,107700,117916.1108999619,,,"обл. Пловдив, гр. Пловдив",,Lux Cars,https://luxcars.mobile.bg,,,,,,,
21731940902347877,mobile.bg,Land,Rover,Land Rover Range rover AUTOBIOGRAPHY P525 5.0 V8,2020,41000,Petrol,Automatic,525,525,EUR,85000,92115.4506852231,,,"обл. Пловдив, гр. Пловдив",,DIESEL  -  ТОВАРНИ АВТОМОБИЛИ И  СТРОИТЕЛНА ТЕХНИКА,https://diesel.mobile.bg,,,,,,,
21738843508701065,mobile.bg,Lexus,LX,Lexus LX 570 V8* AWD* 7местен* MarkLevinson,2020,95249,Petrol,Automatic,383,383,BGN,180000,194054.735498594,,,"обл. София, гр. София",,ViktoriaCars,https://viktoriacars.mobile.bg,,,,,,,
11698937577254950,mobile.bg,McLaren,Gt,McLaren GT / Pioneer / MSORoof,2020,34900,Petrol,Automatic,620,620,BGN,336000,357053.9284915179,,,"обл. Стара Загора, гр. Стара Загора",,FIVE AUTO,https://fiveauto.mobile.bg,,,,,,,
11725451212446894,mobile.bg,Mercedes-Benz,AMG,Mercedes-Benz AMG GT 53 AMG 4MATIC+ /AERO/CARBON/BURMASTER/PRERFORMANCE,2020,104000,Hybrid,Automatic,435,435,BGN,159000,172130.98379098962,,,"обл. София, гр. София",,G&G AUTO LTD,https://gandgautoltd.mobile.bg,,,,,,,
11734103175716738,mobile.bg,Mercedes-Benz,AMG,Mercedes-Benz AMG GT 63S= 4MATIC+ = BRABUS= CARBON CERAMIC= EDITION=,2020,114000,Petrol,Automatic,639,639,BGN,189999,205167.74627629237,,,"обл. Пазарджик, гр. Пазарджик",,HAY AUTO,https://hayauto.mobile.bg,,,,,,,
11695743548795503,mobile.bg,Mercedes-Benz,AMG,Mercedes-Benz AMG GT S / Carbon Ceramic / Burmester / Carbon Exterior,2020,127000,Petrol,Automatic,639,639,BGN,204000,220338.67862213356,,,"обл. Бургас, гр. Бургас",,FIVE AUTO,https://fiveauto.mobile.bg,,,,,,,
11740050488385099,mobile.bg,Mercedes-Benz,E,Mercedes-Benz E 53 AMG Burmester* Memory* Soft Close* 360* Пано*,2020,155000,Petrol,Automatic,435,435,BGN,92900,103813.3488222009,,,"обл. София, гр. София",,ЕА ГРУП,https://elitautoauto.mobile.bg,,,,,,,
21739784071961339,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 63 AMG BRABUS 700,2020,60000,Petrol,Automatic,700,700,BGN,396000,421167.0997530912,,,"обл. София, гр. София",,Nomad Auto,https://nomadauto.mobile.bg,,,,,,,
21738078590868826,mobile.bg,Mercedes-Benz,GLC,Mercedes-Benz GLC 400,2020,108500,Diesel,Automatic,330,330,BGN,94900,104557.9471593661,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
21742903370655528,mobile.bg,Mercedes-Benz,GLC,Mercedes-Benz GLC 63 AMG AMG 63S COUPE* 4 MATIC* 360 CAM* CERAMIC*,2020,33000,Petrol,Automatic,510,510,BGN,116400,125046.26033036457,,,"обл. София, гр. София",,КУИК КАР ООД,https://quickcar.mobile.bg,,,,,,,
21741900148921331,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 350 300d AMG,2020,119000,Diesel,Automatic,245,245,BGN,105000,115534.91837672109,,,"обл. София, гр. Златица",,Zani Auto,https://zaniauto.mobile.bg,,,,,,,
21738419570850084,mobile.bg,Mercedes-Benz,GLE,"Mercedes-Benz GLE 400 d, 4-MATIC, AMG LINE, 9-G",2020,274000,Diesel,Automatic,330,330,BGN,99900,114707.71041870024,,,"обл. Пловдив, гр. Асеновград",,ВЕНЕЦИЯ,https://venecia.mobile.bg,,,,,,,
21733397425266316,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 400 Mercedes GLE400d AMG* Night* BURM* PANO*,2020,92500,Diesel,Automatic,0,0,BGN,119699,130281.13554158958,,,"обл. София, гр. София",,Ден и Нощ Ауто Груп,https://daynight.mobile.bg,,,,,,,
21739023823477751,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 400 AIRMATIC* 2XAMG* 360* BURMESTER*,2020,89700,Diesel,Automatic,330,330,BGN,124680,135459.9324873865,,,"обл. София, гр. Самоков",,REMAX AUTO BG,https://remaxautobg.mobile.bg,,,,,,,
11729715088471777,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 400 AMG LINE,2020,63715,Diesel,Automatic,330,330,EUR,71500,78524.32959892286,,,"обл. Шумен, гр. Шумен",,CORTEG LTD,https://corteg.mobile.bg,,,,,,,
11739892756810941,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 450 EQ Boost AMG Package,2020,84000,Petrol,Automatic,367,367,BGN,94000,102886.60622213711,,,"обл. Пловдив, гр. Пловдив",,BohemCars,https://bohemcars.mobile.bg,,,,,,,
21740852813205947,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 53 4MATIC,2020,73000,Petrol,Automatic,435,435,BGN,113600,123265.45349364053,,,"обл. Пловдив, гр. Пловдив",,Car De Lux,https://cardelux.mobile.bg,,,,,,,
21737987403756912,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 53 4MATIC AMG Coupe EQ Boost Exclusive Night Package,2020,109581,Petrol,Automatic,435,435,BGN,137999,150112.92363540572,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
21743783808091720,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 53 4MATIC AMG* PANO* KEYLESS* 360* BURMESTER* MEMORY* HUD,2020,88000,Petrol,Automatic,435,435,BGN,142800,154549.11365371302,,,"обл. София, гр. София",,Vogue Auto,https://vogueauto.mobile.bg,,,,,,,
21732530899012977,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 53 4MATIC HEAD UP* 4MATIC+ Coupe,2020,44000,Petrol,Automatic,435,435,BGN,145000,155578.50407668855,,,"обл. София, гр. София",,SF MOTORS,https://sfmotors.mobile.bg,,,,,,,
21740426999771864,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 53 4MATIC AMG/Burmester/HuD/Pano/Обдухване/Multibeam Led/360,2020,94000,Petrol,Automatic,457,457,BGN,179880,193891.2439387549,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21722434717621919,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 580 AMG/RSE/Head-Up/Pano/Burmester/5+ 1,2020,5500,Petrol,Automatic,489,489,BGN,215880,229312.712006632,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21734545676640309,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 350 d /,2020,169800,Diesel,Automatic,286,286,BGN,138000,151885.44811830774,,,"обл. София, гр. София",,FIVE AUTO,https://fiveauto.mobile.bg,,,,,,,
21735318039034175,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 400 d 4Matic AMG Line 6+ 1,2020,159732,Diesel,Automatic,330,330,BGN,138000,151589.27677368128,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
21729254010665490,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 400 d 4Matic AMG Line* 3D Burmester* TV* Pano* 6+ 1,2020,143000,Diesel,Automatic,330,330,BGN,154798,168839.90198040707,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
21722641779301660,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 400 MAYBACH#SOFTCL#BURM#360* CAM#ОБДУХ#FULL FULL,2020,166000,Diesel,Automatic,330,330,BGN,179998,196133.91211958032,,,"обл. Стара Загора, гр. Стара Загора",,ЛУКС АВТО,https://luxauto.mobile.bg,,,,,,,
21733418900502167,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 400 #BRABUS#3xCARBON#PANO#SOFTCL#BURM#HEADUP,2020,153000,Diesel,Automatic,340,340,BGN,189999,206315.01310589456,,,"обл. Стара Загора, гр. Стара Загора",,ЛУКС АВТО,https://luxauto.mobile.bg,,,,,,,
21735401400106644,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 600 MAYBACH* 89000km*,2020,89000,Petrol,Automatic,367,367,BGN,129999,141057.51672453852,,,"обл. Русе, гр. Русе",,Plus Auto,https://plusauto.mobile.bg,,,,,,,
21734801493849426,mobile.bg,Mercedes-Benz,Gls580,Mercedes-Benz GLS580 ГАРАНЦИОНЕН /,2020,141700,Petrol,Automatic,489,489,BGN,145500,158980.67792114045,,,"обл. Бургас, гр. Несебър",,Royal Cars,https://royal.mobile.bg,,,,,,,
11742561493304958,mobile.bg,Mercedes-Benz,Maybach,Mercedes-Benz Maybach S650* V12* 2020г* FULL MAX* 92.000КМ*,2020,92000,Petrol,Automatic,630,630,BGN,154000,166496.74510457716,,,"обл. Пловдив, гр. Пловдив",,SPARTAK AUTO PLOVDIV,https://spartakauto.mobile.bg,,,,,,,
11742545038123941,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 560,2020,170000,Petrol,Automatic,469,469,BGN,97000,108585.216771745,,,"обл. София, гр. София",,"АСКО 96 - Продажба, Замяна и Изкупуване на автомобили, Внос по поръчка, Лизинг",https://asko96.mobile.bg,,,,,,,
11741639836596444,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 560 4MATIC#BRABUS#2020#97400KM#FULL FULL,2020,97400,Petrol,Automatic,469,469,BGN,124999,136023.38684130262,,,"обл. Стара Загора, гр. Стара Загора",,ЛУКС АВТО,https://luxauto.mobile.bg,,,,,,,
11732690833401733,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 560,2020,35686,Petrol,Automatic,0,0,BGN,130000,139490.22979807574,,,"обл. Стара Загора, гр. Стара Загора",,BONEV CARS,https://bonevcars.mobile.bg,,,,,,,
21743147177254004,mobile.bg,Porsche,Cayenne,"Porsche Cayenne 3, 0 V6 Coupe SPORT E-Hybrid Готов",2020,110000,Petrol,Automatic,360,360,BGN,115000,125832.63150911347,,,"обл. Пловдив, гр. Пловдив",,АВТОСАЛОН ВРАБЕЦА,https://vrabeca1.mobile.bg,,,,,,,
21735456474077036,mobile.bg,Porsche,Cayenne,Porsche Cayenne TURBO PACK* FULL* 66000km,2020,66000,Petrol,Automatic,441,441,BGN,124000,134044.49950306874,,,"обл. Стара Загора, гр. Казанлък",,,,,,,,,,
21696590968681047,mobile.bg,Volvo,Xc90,Volvo Xc90 Virtual/Harman Kardon/Led/AWD,2020,49500,Diesel,Automatic,235,235,BGN,95880,103857.46013344778,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
11714589474253299,mobile.bg,Audi,A6,Audi A6 УНИКАТ S-6 2.9 V6 Бензин 444кс !!!,2020,56000,Petrol,Automatic,444,444,BGN,123999,133749.2722744178,,,"обл. Пловдив, гр. Пловдив",,Autocars,https://autocars1.mobile.bg,,,,,,,
11696344253376701,mobile.bg,Audi,A6,Audi A6 Allroad 50tdi* Matrix* QuattroПанорама* 360 Камера*,2020,93678,Diesel,Automatic,286,286,BGN,99990,109498.22264113952,,,"обл. Кърджали, гр. Кърджали",,S line auto,https://slineauto.mobile.bg,,,,,,,
11738256564814356,mobile.bg,Audi,A7,Audi A7 SLINE* 360CAM* PODGREV* PANORAMA* BOSE* LIZING,2020,90999,Diesel,Automatic,286,286,BGN,90999,99922.70014085784,,,"обл. Пловдив, гр. Пловдив",,Success Automobile,https://success.mobile.bg,,,,,,,
11713207429636667,mobile.bg,Audi,A8,Audi A8 60 TDI 435 HP,2020,250000,Diesel,Automatic,435,435,BGN,94999,108825.03497740824,,,"обл. София, гр. София",,Ev Auto,https://evautobg.mobile.bg,,,,,,,
11742560402900482,mobile.bg,Audi,A8,Audi A8,2020,92350,PluginHybrid,Automatic,340,340,BGN,99000,108413.4725001381,,,"обл. Пловдив, гр. Карлово",,BUBOMOTO,https://bubomoto.mobile.bg,,,,,,,
11736465525156156,mobile.bg,Audi,A8,Audi A8 L-5.0 TDI S-Line QUATTRO=,2020,152000,Diesel,Automatic,286,286,BGN,103000,114393.18921392446,,,"обл. Шумен, гр. Шумен",,ID AUTO,https://idauto.mobile.bg,,,,,,,
11728066213667853,mobile.bg,Audi,A8,Audi A8 60TDI/B&O/Softclose/Laser/Advance/60000km,2020,60000,Diesel,Automatic,435,435,BGN,159900,171787.253501866,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21733738619007796,mobile.bg,Audi,Q7,Audi Q7,2020,114278,Diesel,Automatic,286,286,BGN,94500,104305.42047209048,,,"обл. Благоевград, гр. Гоце Делчев",,КСМ АУТО ТРАНС,https://ksmauto.mobile.bg,,,,,,,
21737473403717265,mobile.bg,Audi,Q8,Audi Q8 5.0TDI S-line Matrix Virtoal 360,2020,136000,Diesel,Automatic,286,286,BGN,96890,107468.84829593985,,,"обл. Благоевград, гр. Гоце Делчев",,КОКО АУТО ЕООД,https://kokoauto.mobile.bg,,,,,,,
21742402152667976,mobile.bg,Audi,Q8,Audi Q8 5.0TDI SQ8-OPTIC 360 B&O-3D RS-SITZE PANO,2020,139000,Petrol,Automatic,286,286,BGN,101900,112848.8955656141,,,"обл. София, гр. София",,CAR CONCEPT,https://carconcept.mobile.bg,,,,,,,
21741854795984934,mobile.bg,Audi,Q8,Audi Q8,2020,133000,Diesel,Automatic,286,286,BGN,119900,131684.8336055088,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
11743345461965247,mobile.bg,Audi,Rs6,Audi Rs6,2020,112000,Petrol,Automatic,600,600,BGN,165000,178703.80078623712,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
11742245657179431,mobile.bg,Audi,Rs6,Audi Rs6,2020,80000,Petrol,Automatic,730,730,BGN,179900,193500.52949805814,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
11694875611637497,mobile.bg,Audi,Rs7,Audi Rs7 B&O CERAMIC CARBON PANO FULL MAX,2020,139000,Petrol,Automatic,600,600,BGN,166000,180554.30913911492,,,"обл. Пловдив, гр. Асеновград",,Vi Em Auto,https://viemauto.mobile.bg,,,,,,,
11723399782661589,mobile.bg,Audi,Rs7,Audi Rs7 Гаранция до,2020,108500,Petrol,Automatic,600,600,BGN,179900,194338.9167966136,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
21737449327534981,mobile.bg,Audi,Q8,Audi RSQ8 Quattro* Matrix*,2020,87007,Petrol,Automatic,600,600,BGN,185000,199093.5132833448,,,"обл. София, гр. София",,ViktoriaCars,https://viktoriacars.mobile.bg,,,,,,,
11693809818505740,mobile.bg,Audi,S6,Audi S6 MATRIX 2.9 V6 BENZIN 444 KC 30000 KM !!!,2020,30000,Petrol,Automatic,444,444,BGN,135000,144604.19768581283,,,"обл. София, гр. София",,Grande Fortuna Auto,https://grandefortunauto.mobile.bg,,,,,,,
11731959434356116,mobile.bg,Audi,S7,Audi S7 B&O/360/EXCLUSIVE/MATRIX/21/TOP!!!,2020,119000,Diesel,Automatic,349,349,BGN,105500,116063.04172752844,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
11724704788958566,mobile.bg,Audi,S8,Audi S8,2020,142500,Petrol,Automatic,571,571,BGN,161880,176305.53257214464,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21712876225737870,mobile.bg,Audi,Sq7,Audi SQ7 * BANG & OLUFSEN * RS Седалки *,2020,152000,Diesel,Automatic,435,435,BGN,118680,130955.13749524252,,,"обл. Варна, гр. Варна",,Перфект Ауто,https://perfektauto.mobile.bg,,,,,,,
21711653484792640,mobile.bg,Audi,Sq7,Audi SQ7 Black Edition /Carbon/FULL!!!,2020,169000,Diesel,Automatic,435,435,BGN,129500,142883.81747602706,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
21702056579835371,mobile.bg,Audi,Sq7,Audi SQ7 LASER/Bose/Distronik/360/22/,2020,97000,Diesel,Automatic,435,435,BGN,139500,151328.25342213898,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
21724859914472920,mobile.bg,Audi,Sq7,Audi SQ7 PANO* Distr* MATRIX* Head Up* Bose* 360*,2020,150000,Diesel,Automatic,435,435,BGN,142000,155527.97638050688,,,"обл. София, гр. София",,TM Group,https://tmgroup.mobile.bg,,,,,,,
21742506798280348,mobile.bg,Audi,Sq7,Audi SQ7,2020,80000,Petrol,Automatic,507,507,BGN,174900,188219.29598998476,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21740147418918927,mobile.bg,Audi,Q8,Audi SQ8 TDI quattro,2020,133360,Diesel,Automatic,435,435,BGN,124900,136976.65726893232,,,"обл. София, гр. София",,Порше София Запад,https://porsche-zapad.mobile.bg,,,,,,,
21697472776135847,mobile.bg,Audi,Q8,Audi SQ8 B&O /CARBON/,2020,125000,Diesel,Automatic,435,435,BGN,145500,158489.4123812851,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
21739172566737990,mobile.bg,Audi,Q8,Audi SQ8,2020,126500,Diesel,Automatic,435,435,BGN,147600,160751.65610196826,,,"обл. Пловдив, гр. Пловдив",,icars,https://icars.mobile.bg,,,,,,,
21728158576962322,mobile.bg,Audi,Q8,Audi SQ8 4.0TDI/ TOP,2020,122000,Diesel,Automatic,435,435,BGN,149000,162098.0245423516,,,"обл. Пазарджик, гр. Пазарджик",,Ставрев Ауто,https://stavrevauto.mobile.bg,,,,,,,
11733922447457627,mobile.bg,Bentley,Continental,Bentley Continental * GTC* FIRST EDITION 1919-2019,2020,54000,Petrol,Manual,635,635,EUR,229800,245442.39535556245,,,"общ. Дупница, гр. Дупница",,Ауто Демо ЕООД,https://auto-demo.mobile.bg,,,,,,,
11733762411031229,mobile.bg,BMW,730,BMW 730 Individual,2020,197000,Diesel,Automatic,265,265,BGN,93000,105154.49161654944,,,"обл. Шумен, гр. Шумен",,ЛЕОН КАРС,https://leoncars.mobile.bg,,,,,,,
11726589850379760,mobile.bg,BMW,750,BMW 750,2020,88900,Petrol,Automatic,530,530,BGN,119000,129436.91754365922,,,"обл. Русе, гр. Русе",,Иво-Ауто 88 ЕООД,https://ivo-avto.mobile.bg,,,,,,,
11740233932751667,mobile.bg,BMW,760,BMW 760 V12* LI* X-Drive* Full*,2020,62000,Petrol,Automatic,584,584,EUR,95760,104098.42425669055,,,"общ. Дупница, гр. Дупница",,Ауто Демо ЕООД,https://auto-demo.mobile.bg,,,,,,,
11719500608366510,mobile.bg,BMW,840,BMW 840 I xDrive,2020,78000,Petrol,Automatic,340,340,BGN,125000,135453.75138302264,,,"обл. Пловдив, гр. Хисаря",,AUTO STYLE,https://auto-style.mobile.bg,,,,,,,
21739990898830994,mobile.bg,BMW,X5,BMW X5,2020,192000,Diesel,Automatic,265,265,BGN,92500,104479.28277476749,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
21733349186515378,mobile.bg,BMW,X5,BMW X5 FULL-M-PAK /LASER/MAGIC SKY/360cam/DISTR/HUD/,2020,160000,Diesel,Automatic,265,265,BGN,95500,106706.67573737376,,,"обл. Пловдив, гр. Асеновград",,Vi Em Auto,https://viemauto.mobile.bg,,,,,,,
21728199226197478,mobile.bg,BMW,X5,BMW X5 85000км* 7,2020,85000,Petrol,Automatic,340,340,BGN,108000,117703.4771429376,,,"обл. Стара Загора, гр. Стара Загора",,АВТО САЛОН AUTOVID,https://autovid.mobile.bg,,,,,,,
21742198561458638,mobile.bg,BMW,X5,BMW X5 40d* xDrive* M-Pack* Head-Up* Pano* Laser,2020,119500,Diesel,Automatic,340,340,BGN,109900,120725.23576373048,,,"обл. София, гр. София",,PointOfView,https://pointofview.mobile.bg,,,,,,,
21743504587824429,mobile.bg,BMW,X5,BMW X5 45E Individual Sky Lounge Swarowski,2020,84113,PluginHybrid,Automatic,394,394,BGN,131988,143014.63005517155,,,"обл. Благоевград, гр. Сандански",,Novex,https://novex1.mobile.bg,,,,,,,
11740650602664640,mobile.bg,BMW,X5,BMW X5M Competition * ПЪЛНА ИСТОРИЯ В,2020,57000,Petrol,Automatic,625,625,BGN,144990,155950.3638862064,,,"обл. София, гр. София",,7 Карс,https://7cars.mobile.bg,,,,,,,
11701466444128770,mobile.bg,BMW,X5,BMW X5M Competition/carbon/3 TV/B&W 3D/Laser/Fuul/,2020,132000,Petrol,Automatic,625,625,BGN,166500,180876.5128025578,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
11725014596764142,mobile.bg,BMW,X5,BMW X5M TwinPower Turbo V8 32V 4.4L COMPETITION,2020,27523,Petrol,Automatic,625,625,BGN,177000,188893.69300140033,,,"обл. София, гр. София",,T7-БЪЛГАРИЯ,https://t7bulgaria.mobile.bg,,,,,,,
21737411986432008,mobile.bg,BMW,X6,BMW X6 * ТОП ЦЕНА* M50I* B&W* AMBIENT GRILL* LASER* CARBO,2020,129000,Petrol,Automatic,530,530,BGN,117000,128504.04977804644,,,"обл. София, гр. София",,Helvetia Cars,https://helvetia.mobile.bg,,,,,,,
21741274462781322,mobile.bg,BMW,X6,BMW X6 3.0d ShadowLine M Pack* Head-up* Pano*,2020,39000,Diesel,Automatic,265,265,BGN,119900,128919.62637518544,,,"обл. Варна, гр. Варна",,Promosale Varna,https://promosale_varna.mobile.bg,,,,,,,
21734870660838068,mobile.bg,BMW,X6,"BMW X6 XDRIVE30D M SPORT,",2020,95000,Diesel,Automatic,286,286,BGN,120000,130672.60854426306,,,"обл. Пловдив, гр. Пловдив",,Автокъща Марица,https://maritsa.mobile.bg,,,,,,,
21725529489270990,mobile.bg,BMW,X6,BMW X6 M50i xDrive,2020,67200,Petrol,Automatic,530,530,BGN,131900,142424.1489636586,,,"обл. София, гр. София",,Swedcars,https://bilsmidigt.mobile.bg,,,,,,,
21741794684117253,mobile.bg,BMW,X7,BMW X7 40i xDrive * SWAROVSKI * HARMAN/KARDON* ПАНОРАМА *,2020,186000,Petrol,Automatic,340,340,BGN,98900,111062.75907593174,,,"обл. Варна, гр. Варна",,Перфект Ауто,https://perfektauto.mobile.bg,,,,,,,
